,City Name,Date,Long,Lat,Temp,Humid,Wind,clouds,Country
359,Surgut,1614794711,73.4167,61.25,12.2,85,8.95,75,RU
360,Mount Isa,1614794452,139.5,-20.7333,86.0,21,10.36,92,AU
361,Kunming,1614794449,102.7183,25.0389,55.4,44,4.47,0,CN
362,Khovd,1614794712,91.6419,48.0056,22.08,74,6.26,29,MN
363,Jām Sāhib,1614794713,68.6292,26.2958,71.6,64,4.61,0,PK
364,Vestmannaeyjar,1614794713,-20.2734,63.4427,37.4,87,32.21,90,IS
365,Peski,1614794713,38.7626,55.2163,35.6,64,11.18,0,RU
366,Wilmington,1614794714,-77.9447,34.2257,53.6,58,10.36,90,US
367,Gorontalo,1614794714,123.0595,0.5412,74.66,89,2.3,92,ID
368,Strezhevoy,1614794714,77.5889,60.7333,15.8,86,11.18,90,RU
369,Agoura Hills,1614794714,-118.7745,34.1364,54.0,73,11.41,35,US
370,Pamatawan,1614794715,120.2136,14.9278,78.8,69,3.44,20,PH
371,Yatou,1614794715,122.3833,37.15,38.89,84,9.31,85,CN
372,Bolama,1614794716,-15.4667,11.5833,81.79,57,16.91,7,GW
373,Banda Aceh,1614794716,95.3222,5.5577,79.12,80,4.76,99,ID
374,Esso,1614794716,158.7,55.9333,-2.02,90,23.04,72,RU
375,Amalāpuram,1614794716,82.0167,16.5833,69.62,89,0.27,0,IN
376,Tame,1614794717,-71.73,6.461,92.68,25,10.6,4,CO
377,Klaksvík,1614794717,-6.589,62.2266,35.6,75,14.97,20,FO
378,Asău,1614794717,26.4,46.4333,41.0,58,5.06,8,RO
379,Languyan,1614794718,120.0807,5.2618,78.76,84,4.34,1,PH
380,Baghdad,1614794524,44.4009,33.3406,66.2,39,8.05,0,IQ
381,Vanimo,1614794718,141.3028,-2.6741,77.9,85,9.93,100,PG
382,Aksarka,1614794718,67.7975,66.5606,4.82,94,7.02,100,RU
383,Carmo do Rio Claro,1614794719,-46.1189,-20.9719,78.08,64,5.26,99,BR
384,Isangel,1614794719,169.2667,-19.55,80.71,83,16.15,100,VU
385,Vancouver,1614794719,-123.1193,49.2497,45.0,65,9.22,90,CA
386,Port Hedland,1614794720,118.5667,-20.3167,78.8,89,4.61,40,AU
387,Tuktoyaktuk,1614794720,-133.0374,69.4541,-29.2,75,4.61,20,CA
388,Nome,1614794721,-165.4064,64.5011,-9.4,64,2.71,1,US
389,Puerto Cabello,1614794721,-68.0125,10.4731,87.8,35,12.15,40,VE
390,Gīdolē,1614794721,37.3667,5.65,68.92,41,1.79,33,ET
391,Ostrovnoy,1614794722,39.5131,68.0531,17.11,88,7.31,100,RU
392,Padilla,1614794722,-76.3139,3.2204,80.6,69,11.5,40,CO
393,Knysna,1614794722,23.0471,-34.0363,68.0,77,3.44,20,ZA
394,Kloulklubed,1614794723,134.2556,7.0419,77.0,88,5.75,75,PW
395,Kibara,1614794723,33.45,-2.15,75.2,69,5.75,40,TZ
396,Thinadhoo,1614794716,72.9333,0.5333,82.15,70,13.24,12,MV
397,Kaitong,1614794724,123.15,44.8135,29.53,91,9.84,73,CN
398,Saurimo,1614794724,20.3916,-9.6608,69.24,90,1.99,96,AO
399,Port-Gentil,1614794724,8.7815,-0.7193,84.2,84,10.36,40,GA
400,Bac Lieu,1614794725,105.7244,9.285,78.33,80,15.73,24,VN
401,Poum,1614794725,164.0167,-20.2333,80.8,77,12.3,100,NC
402,Taseyevo,1614794725,94.8978,57.2169,-18.06,86,5.66,53,RU
403,Lander,1614794726,-108.7307,42.833,50.0,20,3.69,1,US
404,Valkla,1614794726,25.3186,59.4744,37.99,87,19.57,75,EE
405,Pevek,1614794727,170.3133,69.7008,-12.77,82,4.12,45,RU
406,Calvinia,1614794727,19.776,-31.4707,73.6,27,6.82,0,ZA
407,Shache,1614794727,77.2406,38.4167,43.86,36,4.29,72,CN
408,West Bay,1614794728,-81.4167,19.3667,84.2,65,5.75,20,KY
409,Mungaoli,1614794728,78.1,24.4167,69.94,21,0.92,0,IN
410,Yingkou,1614794728,122.2283,40.6648,35.83,82,14.9,0,CN
411,Pemangkat,1614794729,108.9667,1.1667,77.99,88,8.75,57,ID
412,Kovdor,1614794729,30.4758,67.5662,19.27,96,5.08,100,RU
413,Kulhudhuffushi,1614794730,73.07,6.6221,82.45,70,6.06,54,MV
414,Granadilla de Abona,1614794730,-16.576,28.1188,69.01,60,16.11,20,ES
415,Sept-Îles,1614794730,-66.3821,50.2001,19.0,53,10.36,75,CA
416,Salalah,1614794731,54.0924,17.0151,77.0,78,2.3,0,OM
417,Ronse,1614794714,3.6049,50.7505,55.0,74,1.99,30,BE
418,Bonito,1614794438,-56.4819,-21.1211,88.52,58,6.67,42,BR
419,Trat,1614794731,102.5,12.5,77.0,99,1.25,55,TH
420,Sangmélima,1614794732,11.9833,2.9333,80.58,59,4.36,61,CM
421,Kautokeino,1614794732,23.0412,69.0125,13.35,92,7.85,97,NO
422,Mossamedes,1614794733,12.1522,-15.1961,74.93,83,4.83,5,AO
423,Pekan Nenas,1614794733,103.5141,1.51,77.0,88,4.59,20,MY
424,Priyutovo,1614794733,53.9333,53.9,16.43,98,9.24,99,RU
425,Dzhebariki-Khaya,1614794734,135.8,62.2167,-20.27,86,1.92,100,RU
426,Ust'-Omchug,1614794524,149.6333,61.15,-25.6,81,5.03,100,RU
427,Yashiro,1614794734,134.9667,34.9167,37.0,67,1.01,86,JP
428,Belaya Gora,1614794735,146.4167,68.5333,-36.71,83,3.2,99,RU
429,Arinos,1614794735,-46.1056,-15.9169,83.66,59,6.49,95,BR
430,Teguise,1614794735,-13.564,29.0605,69.8,60,16.11,20,ES
431,Mae Sai,1614794656,99.8762,20.4335,69.8,88,2.3,20,TH
432,Ayagoz,1614794736,80.4392,47.9714,2.97,93,8.32,2,KZ
433,Esik,1614794736,77.4525,43.3552,30.2,93,6.71,90,KZ
434,Makakilo City,1614794736,-158.0858,21.3469,71.6,60,4.61,1,US
435,Ogbomosho,1614794737,4.25,8.133,90.52,15,5.01,84,NG
436,San-Pédro,1614794737,-6.6363,4.7485,82.44,79,6.51,96,CI
437,Kabare,1614794738,28.8242,-2.4683,63.54,88,2.33,100,CD
438,Beringovskiy,1614794738,179.3167,63.05,-4.67,91,14.0,100,RU
439,Buraidah,1614794438,43.975,26.326,71.6,40,14.97,0,SA
440,Hualmay,1614794738,-77.6139,-11.0964,79.16,60,12.03,61,PE
441,Nebbi,1614794739,31.0889,2.4783,81.75,30,5.99,81,UG
442,Pizarro,1614794739,-77.366,4.9533,82.45,72,3.22,88,CO
443,Ambilobe,1614794740,49.05,-13.2,76.5,88,0.85,99,MG
444,Wattegama,1614794740,81.4808,6.7989,69.1,86,3.71,0,LK
445,Kayerkan,1614794740,87.7602,69.3497,-22.92,72,8.14,15,RU
446,Luau,1614794740,22.2247,-10.7073,68.61,90,3.87,85,AO
447,Lídice,1614794741,-79.9,8.75,93.2,46,13.8,20,PA
448,Nelidovo,1614794741,32.7774,56.2211,35.2,83,12.48,100,RU
449,Yuzhnyy,1614794741,83.6936,53.2542,10.4,85,8.95,40,RU
450,Abu Dhabi,1614794461,54.3667,24.4667,80.6,73,4.61,0,AE
451,Tucumã,1614794742,-50.05,-0.1833,80.64,86,6.87,92,BR
452,Thakurgaon,1614794742,88.4667,26.0333,66.22,23,4.09,0,BD
453,Marathon,1614794742,-89.7668,44.9,39.2,69,9.22,1,US
454,Port Hardy,1614794743,-127.4199,50.6996,41.0,87,18.41,90,CA
455,Qaqortoq,1614794743,-46.0333,60.7167,44.6,31,35.68,75,GL
456,Mitú,1614794744,-70.1733,1.1983,88.54,49,2.13,51,CO
457,Ignacio Zaragoza,1614794744,-107.2167,28.3833,66.99,18,8.99,2,MX
458,Troitskoye,1614794744,84.6757,52.9821,10.13,95,6.96,94,RU
459,Huaicheng,1614794745,112.1931,23.9051,57.99,90,1.36,85,CN
460,Cockburn Town,1614794745,-71.1419,21.4612,80.6,50,13.8,40,TC
461,Conceição do Araguaia,1614794745,-49.2647,-8.2578,83.59,73,4.88,71,BR
462,Acaraú,1614794746,-40.12,-2.8856,84.63,68,15.3,75,BR
463,Avon Park,1614794746,-81.5062,27.5959,75.99,76,8.99,50,US
464,Elesbão Veloso,1614794746,-42.1403,-6.2019,85.33,66,4.83,47,BR
465,Sabha,1614794746,14.4283,27.0377,63.07,23,9.26,0,LY
466,São João do Piauí,1614794747,-42.2467,-8.3581,89.37,51,5.5,28,BR
467,Samarai,1614794747,150.6667,-10.6167,81.34,79,14.88,100,PG
468,Novoil'insk,1614794748,108.7143,51.6829,1.31,89,6.38,82,RU
469,Morant Bay,1614794748,-76.4093,17.8815,84.2,65,17.27,20,JM
470,Oktyabr'skoye,1614794749,44.7417,43.0645,32.0,93,8.95,90,RU
471,Mana,1614794749,-53.7767,5.6592,81.0,75,12.41,88,GF
472,Cabras,1614794750,8.5314,39.93,52.43,81,4.74,26,IT
473,Lárdos,1614794750,28.0157,36.0942,60.01,58,10.36,0,GR
474,Port Moresby,1614794750,147.1797,-9.4431,73.4,94,5.75,75,PG
475,Mehamn,1614794751,27.8492,71.0357,26.6,86,24.16,75,NO
476,Madaba Governorate,1614794751,35.6667,31.5833,48.2,81,9.22,30,JO
477,Yangi Marg`ilon,1614794751,71.7189,40.4272,44.6,65,4.61,96,UZ
478,Whitehorse,1614794752,-135.0538,60.7161,12.99,85,3.44,20,CA
479,Soure,1614794752,-48.5233,-0.7167,82.69,72,10.8,28,BR
480,Silifke,1614794753,33.9344,36.3778,54.21,62,9.08,74,TR
481,Peniche,1614794753,-9.3811,39.3558,62.01,79,11.01,34,PT
482,Deep River,1614794753,-77.4995,46.1001,28.4,80,6.49,90,CA
483,Mehrān,1614794753,46.1646,33.1222,46.4,57,2.3,0,IR
484,Iquitos,1614794754,-73.2472,-3.7481,82.4,74,5.75,75,PE
485,Ust'-Barguzin,1614794754,108.9833,53.45,-5.58,87,6.51,95,RU
486,Barrhead,1614794754,-4.3929,55.7992,39.2,81,9.22,90,GB
487,Teya,1614794755,92.6267,60.3778,-14.73,84,3.51,76,RU
488,Gondanglegi,1614794755,112.0132,-7.7479,74.77,85,0.81,98,ID
489,Barcelos,1614794755,-8.6151,41.5388,64.0,67,3.44,0,PT
490,Thabazimbi,1614794756,27.4116,-24.5917,73.13,36,0.96,7,ZA
491,Akdağmadeni,1614794756,35.8836,39.6603,30.0,93,6.24,0,TR
492,Mitzic,1614794757,11.549,0.7821,77.05,78,4.47,66,GA
493,São Gabriel da Cachoeira,1614794757,-67.0892,-0.1303,84.2,74,4.61,75,BR
494,Bārmer,1614794758,71.3833,25.75,73.36,19,9.55,0,IN
495,Caravelas,1614794758,-39.2481,-17.7125,83.88,60,9.04,46,BR
496,Penha,1614794758,-48.6458,-26.7694,82.4,74,10.36,75,BR
497,Mount Hagen,1614794759,144.2274,-5.8581,57.76,89,1.05,100,PG
498,Amapá,1614794759,-52.0,1.0,81.01,88,4.25,69,BR
499,Lichtenburg,1614794759,26.1597,-26.152,64.99,54,6.89,48,ZA
500,Gazli,1614794759,63.45,40.1333,46.09,47,6.38,0,UZ
501,Wad Medani,1614794582,33.5199,14.4012,80.74,16,13.98,63,SD
502,Mogadishu,1614794760,45.3438,2.0371,78.96,79,22.95,82,SO
503,Kamenka,1614794760,42.7678,51.3223,26.01,78,8.68,61,RU
504,Youghal,1614794761,-7.8506,51.95,44.01,87,5.75,75,IE
505,Paso de los Toros,1614794761,-56.5167,-32.8167,87.8,58,10.36,75,UY
506,Ndjolé,1614794761,10.7649,-0.1783,81.1,83,3.62,39,GA
507,Kandrian,1614794762,149.55,-6.2167,79.95,82,19.55,100,PG
508,Nemuro,1614794762,145.575,43.3236,23.02,67,12.55,0,JP
509,Boende,1614794762,20.8667,-0.2167,81.5,56,1.88,93,CD
510,Manakara,1614794763,48.0167,-22.1333,78.21,83,5.44,54,MG
511,Pandan,1614794763,124.1694,14.0453,78.64,79,12.37,48,PH
512,Zeitz,1614794764,12.15,51.05,52.0,67,7.47,16,DE
513,Conde,1614794764,-34.9075,-7.2597,86.0,66,16.11,40,BR
514,Darnah,1614794765,22.6367,32.767,55.44,67,21.52,29,LY
515,Pacifica,1614794724,-122.4869,37.6138,55.99,67,6.02,90,US
516,Port Lincoln,1614794765,135.8667,-34.7333,58.57,84,16.15,1,AU
517,Jaguaribe,1614794766,-38.6219,-5.8906,92.55,39,8.03,19,BR
518,Supe,1614794766,-77.7333,-10.8,78.48,65,11.59,47,PE
519,Natchez,1614794766,-91.4032,31.5604,55.4,54,10.36,1,US
520,Raymondville,1614794766,-97.7831,26.4815,71.6,46,6.85,1,US
521,Grand-Santi,1614794767,-54.3833,4.25,84.09,64,6.29,86,GF
522,Øksfjord,1614794767,22.3479,70.2396,28.4,74,10.36,75,NO
523,Cabo Rojo,1614794767,-67.1457,18.0866,86.0,61,7.0,11,PR
524,Grand Gaube,1614794768,57.6608,-20.0064,78.01,79,3.0,1,MU
525,Saint-Pierre,1614794768,55.4781,-21.3393,78.8,83,10.36,0,RE
526,Codrington,1614794768,141.9667,-38.2667,56.59,73,6.38,87,AU
527,Lata,1614794768,-8.3327,40.1629,63.0,77,5.01,18,PT
528,Te Anau,1614794622,167.7167,-45.4167,45.41,80,4.05,32,NZ
529,Claveria,1614794769,121.0832,18.6074,74.48,85,12.66,19,PH
530,Belmonte,1614794770,-38.8828,-15.8631,82.4,65,9.22,40,BR
531,Corby,1614794770,-0.6894,52.4964,43.0,93,8.05,90,GB
532,São Francisco de Assis,1614794770,-55.1311,-29.5503,92.23,40,5.91,34,BR
533,Marzuq,1614794770,46.4667,14.4,63.84,55,5.99,0,YE
534,Moroni,1614794771,43.2551,-11.7022,80.17,78,11.27,18,KM
535,Udachny,1614794772,112.4,66.4167,-38.54,79,3.36,0,RU
536,Denpasar,1614794729,115.2167,-8.65,80.6,89,4.61,40,ID
537,Kuvshinovo,1614794772,34.1725,57.0295,32.23,98,11.92,100,RU
538,Zlobin,1614794772,14.6541,45.2924,50.0,76,3.44,0,HR
539,Ozernovskiy,1614794773,156.5167,51.5,13.53,93,36.95,100,RU
540,Ode,1614794773,5.7117,7.7899,86.77,26,4.43,60,NG
541,Isakly,1614794773,51.5333,54.1333,21.74,96,12.3,98,RU
542,Narathiwat,1614794774,101.75,6.3333,80.6,83,5.75,20,TH
543,Chapais,1614794774,-74.8492,49.7834,1.4,60,9.22,1,CA
544,Lufilufi,1614794774,-171.5986,-13.8745,75.2,94,5.75,20,WS
545,Shelburne,1614794775,-80.2041,44.0787,37.4,75,5.75,90,CA
546,Upata,1614794775,-62.3989,8.0086,87.01,60,3.0,79,VE
547,Caçu,1614794775,-51.1308,-18.5567,84.52,61,5.39,76,BR
548,Porto Nacional,1614794776,-48.4172,-10.7081,78.8,89,4.61,90,BR
549,Leh,1614794594,77.5833,34.1667,18.64,83,4.63,42,IN
550,Taman',1614794776,36.7161,45.2117,30.2,74,2.24,4,RU
551,Seymchan,1614794777,152.4333,62.8833,-24.83,96,9.19,100,RU
552,Brae,1614794777,-1.353,60.3964,44.6,81,6.91,40,GB
553,Markala,1614794777,-6.0659,13.7021,96.55,11,4.12,9,ML
554,Sørland,1614794777,12.6934,67.667,35.6,75,21.85,40,NO
555,Koróni,1614794778,21.95,36.8,55.99,66,7.09,0,GR
556,Arrondissement de Chartres,1614794590,1.5,48.4167,55.99,70,3.27,26,FR
557,Mannārakkāt,1614794778,76.4667,10.9833,80.6,74,3.74,20,IN
558,Ugoofaaru,1614794779,73.0,5.6667,82.92,68,8.57,73,MV
559,Pangnirtung,1614794779,-65.7125,66.1451,-4.0,71,4.61,75,CA
560,Roald,1614794779,6.1333,62.5833,35.6,64,9.22,75,NO
561,Roebourne,1614794779,117.1333,-20.7833,79.56,68,6.82,0,AU
